Year,State,District,Awards,Funding
,,Summary for Alabama by Congressional District,,
2012,,Summary for Oklahoma by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,3,4,"$1,486,630"
2012,,4,7,"$1,940,780"
2012,,5,23,"$13,170,030"
2012,,Total,34,"$16,597,440"
2012,,Summary for Oregon by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,1,42,"$33,202,804"
2012,,3,3,"$596,737"
2012,,4,1,"$53,942"
2012,,5,6,"$3,708,149"
2012,,Total,52,"$37,561,632"
2012,,Summary for Pennsylvania by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,1,27,"$9,860,014"
2012,,2,162,"$74,290,065"
2012,,5,12,"$5,815,279"
2012,,6,7,"$3,265,514"
2012,,7,3,"$1,457,619"
2012,,8,5,"$2,581,158"
2012,,13,1,"$2,529,017"
2012,,14,87,"$64,451,249"
2012,,15,1,"$145,915"
2012,,17,9,"$3,179,966"
2012,,Total,314,"$167,575,796"
2012,,Summary for Rhode Island by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,1,11,"$4,932,634"
2012,,2,19,"$5,949,416"
2012,,Total,30,"$10,882,050"
2012,,Summary for South Carolina by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,1,7,"$2,030,829"
2012,,3,1,"$360,079"
2012,,6,3,"$880,134"
2012,,Total,11,"$3,271,042"
2012,,Summary for South Dakota by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,At-Large,3,"$630,027"
2012,,Total,3,"$630,027"
2012,,Summary for Tennessee by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,1,1,"$376,837"
2012,,2,4,"$1,042,037"
2012,,5,54,"$23,731,734"
2012,,9,36,"$25,955,683"
2012,,Total,95,"$51,106,291"
2012,,Summary for Texas by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,1,5,"$1,200,956"
2012,,5,1,"$364,547"
2012,,7,67,"$29,823,450"
2012,,8,1,"$995,493"
2012,,9,4,"$1,439,850"
2012,,10,1,"$1,000,000"
2012,,12,2,"$476,236"
2012,,14,45,"$40,733,603"
2012,,16,4,"$1,578,413"
2012,,17,21,"$7,589,251"
2012,,18,1,"$440,000"
2012,,19,4,"$1,318,466"
2012,,20,24,"$9,852,550"
2012,,21,11,"$4,763,297"
2012,,23,7,"$1,488,275"
2012,,24,1,"$440,320"
2012,,30,54,"$27,654,860"
2012,,Total,253,"$131,159,567"
2012,,Summary for Utah by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,1,9,"$4,062,133"
2012,,2,29,"$10,239,025"
2012,,3,1,"$375,000"
2012,,Total,39,"$14,676,158"
2012,,Summary for Vermont by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,At-Large,6,"$2,015,250"
2012,,Total,6,"$2,015,250"
2012,,Summary for Virginia by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,1,1,"$346,000"
2012,,2,2,"$309,755"
2012,,3,12,"$6,369,823"
2012,,5,36,"$14,875,436"
2012,,7,1,"$344,059"
2012,,8,2,"$1,311,749"
2012,,9,19,"$6,400,487"
2012,,10,10,"$21,734,268"
2012,,11,3,"$748,994"
2012,,Total,86,"$52,440,571"
2012,,Summary for Washington by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,1,1,"$149,875"
2012,,4,1,"$478,247"
2012,,5,9,"$2,371,807"
2012,,6,5,"$5,195,783"
2012,,7,221,"$188,643,982"
2012,,9,1,"$280,745"
2012,,Total,238,"$197,120,439"
2012,,Summary for West Virginia by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,1,2,"$342,920"
2012,,Total,2,"$342,920"
2012,,Summary for Wisconsin by Congressional District,,
2012,,Congressional District,Awards,Funding
2012,,2,53,"$22,926,210"
2012,,4,10,"$2,376,023"
2012,,5,23,"$6,144,599"
2012,,Total,86,"$31,446,832"
,,,,
2011,,Summary for Alabama by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,2,"$517,894"
2011,,3,1,"$261,687"
2011,,6,5,"$5,022,088"
2011,,7,78,"$49,871,223"
2011,,Total,86,"$55,672,892"
2011,,Summary for Arizona by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,3,1,"$285,612"
2011,,4,3,"$2,166,066"
2011,,5,9,"$3,839,196"
2011,,7,18,"$20,482,173"
2011,,8,1,"$300,000"
2011,,Total,32,"$27,073,047"
2011,,Summary for Arkansas by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,2,14,"$3,915,574"
2011,,3,2,"$630,389"
2011,,Total,16,"$4,545,963"
2011,,Summary for California by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,36,"$13,840,691"
2011,,7,12,"$4,156,808"
2011,,8,13,"$12,654,375"
2011,,9,58,"$41,538,753"
2011,,10,1,"$1,075,661"
2011,,11,1,"$1,699,460"
2011,,12,126,"$126,173,406"
2011,,13,3,"$2,815,375"
2011,,14,95,"$55,154,068"
2011,,15,2,"$647,834"
2011,,17,5,"$2,872,729"
2011,,23,5,"$1,454,517"
2011,,26,2,"$1,386,151"
2011,,27,1,"$2,735,200"
2011,,29,10,"$4,812,440"
2011,,30,78,"$38,344,825"
2011,,31,2,"$822,933"
2011,,32,7,"$3,096,946"
2011,,33,10,"$6,594,527"
2011,,36,8,"$2,318,952"
2011,,37,1,"$139,174"
2011,,38,3,"$2,729,414"
2011,,40,1,"$300,000"
2011,,41,1,"$573,473"
2011,,48,32,"$19,010,086"
2011,,50,15,"$8,002,885"
2011,,52,2,"$931,188"
2011,,53,223,"$142,487,036"
2011,,Total,753,"$498,368,907"
2011,,Summary for Colorado by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,19,"$7,005,038"
2011,,2,27,"$5,684,320"
2011,,4,26,"$19,370,056"
2011,,7,39,"$17,943,212"
2011,,Total,111,"$50,002,626"
2011,,Summary for Connecticut by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,2,"$611,308"
2011,,2,4,"$1,470,463"
2011,,3,112,"$55,791,612"
2011,,5,18,"$6,184,898"
2011,,Total,136,"$64,058,281"
2011,,Summary for District Of Columbia by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,At-Large,23,"$28,546,003"
2011,,Total,23,"$28,546,003"
2011,,Summary for Florida by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,2,5,"$3,289,456"
2011,,6,32,"$13,161,107"
2011,,9,13,"$3,834,758"
2011,,11,2,"$870,723"
2011,,17,24,"$14,096,582"
2011,,19,1,"$433,500"
2011,,21,2,"$763,806"
2011,,22,1,"$297,000"
2011,,23,1,"$237,181"
2011,,24,6,"$1,771,899"
2011,,53,2,"$892,473"
2011,,Total,89,"$39,648,485"
2011,,Summary for Georgia by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,4,1,"$299,999"
2011,,5,96,"$76,751,310"
2011,,6,1,"$448,414"
2011,,10,21,"$7,188,233"
2011,,12,6,"$3,268,810"
2011,,13,2,"$40,000"
2011,,Total,127,"$87,996,766"
2011,,Summary for Hawaii by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,8,"$4,942,460"
2011,,2,1,"$406,257"
2011,,Total,9,"$5,348,717"
2011,,Summary for Idaho by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,4,"$1,065,092"
2011,,Total,4,"$1,065,092"
2011,,Summary for Illinois by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,46,"$26,055,678"
2011,,4,8,"$3,319,839"
2011,,5,5,"$2,023,729"
2011,,6,1,"$363,742"
2011,,7,72,"$35,344,029"
2011,,9,12,"$10,358,140"
2011,,10,2,"$428,344"
2011,,14,1,"$72,500"
2011,,15,10,"$2,770,615"
2011,,17,1,"$354,061"
2011,,Total,158,"$81,090,677"
2011,,Summary for Indiana by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,2,13,"$5,235,657"
2011,,4,13,"$4,303,134"
2011,,7,30,"$12,028,807"
2011,,9,7,"$2,245,722"
2011,,Total,63,"$23,813,320"
2011,,Summary for Iowa by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,2,51,"$22,112,223"
2011,,4,13,"$6,388,726"
2011,,Total,64,"$28,500,949"
2011,,Summary for Kansas by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,2,9,"$3,196,878"
2011,,3,20,"$4,821,588"
2011,,Total,29,"$8,018,466"
2011,,Summary for Kentucky by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,3,7,"$2,299,688"
2011,,6,16,"$4,136,483"
2011,,Total,23,"$6,436,171"
2011,,Summary for Louisiana by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,1,"$469,048"
2011,,2,21,"$23,626,316"
2011,,4,5,"$1,188,512"
2011,,6,3,"$798,534"
2011,,Total,30,"$26,082,410"
2011,,Summary for Maine by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,1,"$364,019"
2011,,Total,1,"$364,019"
2011,,Summary for Maryland by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,3,7,"$4,623,754"
2011,,4,9,"$52,847,472"
2011,,5,19,"$6,640,779"
2011,,6,13,"$5,119,185"
2011,,7,192,"$154,485,271"
2011,,8,77,"$107,297,296"
2011,,Total,317,"$331,013,757"
2011,,Summary for Massachusetts by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,2,"$1,936,546"
2011,,2,2,"$4,251,091"
2011,,3,78,"$49,514,751"
2011,,4,3,"$2,067,881"
2011,,6,8,"$5,270,032"
2011,,7,9,"$17,271,649"
2011,,8,349,"$236,205,527"
2011,,9,83,"$53,467,647"
2011,,10,2,"$271,034"
2011,,Total,536,"$370,256,158"
2011,,Summary for Michigan by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,3,3,"$683,498"
2011,,6,2,"$1,240,577"
2011,,7,1,"$155,180"
2011,,8,14,"$6,382,751"
2011,,13,6,"$1,824,208"
2011,,15,60,"$21,548,186"
2011,,Total,86,"$31,834,400"
2011,,Summary for Minnesota by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,24,"$15,789,995"
2011,,5,58,"$40,111,028"
2011,,Total,82,"$55,901,023"
2011,,Summary for Mississippi by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,2,"$435,701"
2011,,4,1,"$439,500"
2011,,Total,3,"$875,201"
2011,,Summary for Missouri by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,17,"$7,665,786"
2011,,2,1,"$300,000"
2011,,3,73,"$37,186,026"
2011,,5,3,"$1,023,022"
2011,,9,17,"$4,803,237"
2011,,Total,111,"$50,978,071"
2011,,Summary for Montana by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,At-Large,15,"$10,518,908"
2011,,Total,15,"$10,518,908"
2011,,Summary for Nebraska by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,6,"$1,471,979"
2011,,2,13,"$6,001,794"
2011,,Total,19,"$7,473,773"
2011,,Summary for Nevada by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,2,5,"$2,122,384"
2011,,Total,5,"$2,122,384"
2011,,Summary for New Hampshire by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,2,31,"$13,445,905"
2011,,Total,31,"$13,445,905"
2011,,Summary for New Jersey by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,6,16,"$6,440,575"
2011,,7,2,"$832,211"
2011,,9,2,"$482,074"
2011,,10,30,"$15,794,679"
2011,,11,1,"$191,143"
2011,,12,9,"$6,579,001"
2011,,Total,60,"$30,319,683"
2011,,Summary for New Mexico by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,18,"$10,455,936"
2011,,2,3,"$711,952"
2011,,3,4,"$2,186,759"
2011,,Total,25,"$13,354,647"
2011,,Summary for New York by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,18,"$7,691,392"
2011,,3,5,"$760,829"
2011,,5,12,"$6,667,995"
2011,,8,11,"$8,433,624"
2011,,10,1,"$148,320"
2011,,11,3,"$3,829,766"
2011,,14,213,"$102,936,363"
2011,,15,86,"$59,137,929"
2011,,16,1,"$646,973"
2011,,17,1,"$3,472,417"
2011,,18,7,"$9,203,153"
2011,,21,22,"$6,772,060"
2011,,22,26,"$8,105,194"
2011,,23,12,"$5,050,143"
2011,,24,4,"$1,571,517"
2011,,25,5,"$1,885,360"
2011,,26,16,"$4,899,106"
2011,,27,4,"$8,680,907"
2011,,28,57,"$30,577,584"
2011,,29,1,"$1,050,001"
2011,,Total,505,"$271,520,633"
2011,,Summary for North Carolina by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,1,"$127,071"
2011,,3,3,"$645,234"
2011,,4,164,"$218,556,011"
2011,,5,12,"$4,444,334"
2011,,7,3,"$18,675,721"
2011,,13,2,"$728,163"
2011,,Total,185,"$243,176,534"
2011,,Summary for North Dakota by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,At-Large,8,"$2,319,255"
2011,,Total,8,"$2,319,255"
2011,,Summary for Ohio by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,48,"$23,579,650"
2011,,7,1,"$193,346"
2011,,8,2,"$622,073"
2011,,9,9,"$2,339,423"
2011,,11,45,"$28,677,977"
2011,,12,10,"$3,834,238"
2011,,13,5,"$5,553,448"
2011,,15,26,"$9,785,834"
2011,,Total,146,"$74,585,989"
2011,,Summary for Oklahoma by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,3,5,"$2,120,022"
2011,,4,5,"$1,439,367"
2011,,5,23,"$13,082,983"
2011,,Total,33,"$16,642,372"
2011,,Summary for Oregon by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,47,"$35,031,870"
2011,,3,1,"$300,000"
2011,,4,1,"$51,326"
2011,,5,10,"$5,836,682"
2011,,Total,59,"$41,219,878"
2011,,Summary for Pennsylvania by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,21,"$8,120,763"
2011,,2,168,"$84,625,793"
2011,,5,13,"$5,204,418"
2011,,6,5,"$3,185,193"
2011,,7,2,"$722,867"
2011,,8,5,"$1,918,492"
2011,,13,1,"$3,342,566"
2011,,14,83,"$67,396,043"
2011,,17,7,"$2,582,997"
2011,,Total,305,"$177,099,132"
2011,,Summary for Rhode Island by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,10,"$4,970,253"
2011,,2,22,"$7,124,773"
2011,,Total,32,"$12,095,026"
2011,,Summary for South Carolina by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,7,"$1,961,204"
2011,,6,1,"$559,593"
2011,,Total,8,"$2,520,797"
2011,,Summary for South Dakota by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,At-Large,4,"$927,807"
2011,,Total,4,"$927,807"
2011,,Summary for Tennessee by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,1,"$377,056"
2011,,2,4,"$1,369,697"
2011,,5,66,"$28,023,579"
2011,,9,31,"$30,128,698"
2011,,Total,102,"$59,899,030"
2011,,Summary for Texas by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,4,"$1,149,062"
2011,,5,1,"$375,000"
2011,,6,1,"$300,000"
2011,,7,74,"$32,564,608"
2011,,9,3,"$1,057,350"
2011,,10,1,"$184,148"
2011,,12,1,"$322,988"
2011,,14,36,"$32,971,978"
2011,,16,5,"$2,099,936"
2011,,17,13,"$3,645,439"
2011,,18,1,"$322,336"
2011,,19,6,"$2,131,141"
2011,,20,18,"$8,697,975"
2011,,21,16,"$7,483,164"
2011,,23,8,"$1,849,421"
2011,,26,3,"$1,151,214"
2011,,30,44,"$25,344,101"
2011,,Total,235,"$121,649,861"
2011,,Summary for Utah by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,4,"$1,027,398"
2011,,2,28,"$10,680,063"
2011,,3,2,"$1,842,735"
2011,,Total,34,"$13,550,196"
2011,,Summary for Vermont by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,At-Large,6,"$1,866,305"
2011,,Total,6,"$1,866,305"
2011,,Summary for Virginia by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,2,2,"$346,380"
2011,,3,13,"$7,241,367"
2011,,5,46,"$17,155,920"
2011,,6,1,"$243,200"
2011,,8,2,"$1,025,774"
2011,,9,16,"$4,669,046"
2011,,10,6,"$13,967,600"
2011,,11,3,"$786,199"
2011,,Total,89,"$45,435,486"
2011,,Summary for Washington by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,1,"$99,974"
2011,,4,2,"$986,849"
2011,,5,7,"$1,618,631"
2011,,6,2,"$2,045,638"
2011,,7,203,"$214,506,745"
2011,,9,1,"$271,034"
2011,,Total,216,"$219,528,871"
2011,,Summary for West Virginia by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,1,3,"$513,673"
2011,,Total,3,"$513,673"
2011,,Summary for Wisconsin by Congressional District,,
2011,,Congressional District,Awards,Funding
2011,,2,54,"$27,454,595"
2011,,4,8,"$2,077,815"
2011,,5,16,"$5,028,891"
2011,,Total,78,"$34,561,301"
,,,,
2010,,Summary for Alabama by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,1,3,"$931,804"
2010,,3,1,"$146,000"
2010,,6,6,"$6,019,533"
2010,,7,73,"$46,369,196"
2010,,Total,83,"$53,466,533"
2010,,Summary for Arizona by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,4,3,"$2,229,503"
2010,,5,8,"$2,300,982"
2010,,7,17,"$7,376,162"
2010,,8,3,"$908,517"
2010,,Total,31,"$12,815,164"
2010,,Summary for Arkansas by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,2,11,"$3,136,949"
2010,,3,1,"$313,183"
2010,,Total,12,"$3,450,132"
2010,,Summary for California by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,1,28,"$10,755,177"
2010,,7,12,"$4,229,506"
2010,,8,25,"$62,216,001"
2010,,9,57,"$32,872,529"
2010,,10,0,"$145,600"
2010,,11,1,"$1,829,840"
2010,,12,133,"$82,297,197"
2010,,13,2,"$1,969,948"
2010,,14,85,"$40,121,864"
2010,,15,3,"$825,140"
2010,,17,5,"$2,333,823"
2010,,23,4,"$1,206,370"
2010,,26,4,"$1,952,095"
2010,,29,10,"$3,694,457"
2010,,30,81,"$41,808,044"
2010,,31,3,"$1,004,186"
2010,,32,6,"$2,639,022"
2010,,33,19,"$10,260,795"
2010,,36,9,"$2,797,325"
2010,,37,2,"$440,574"
2010,,38,3,"$1,712,276"
2010,,41,1,"$625,221"
2010,,48,31,"$19,009,356"
2010,,50,19,"$28,827,359"
2010,,52,2,"$1,064,135"
2010,,53,227,"$140,582,557"
2010,,Total,772,"$497,220,397"
2010,,Summary for Colorado by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,1,19,"$39,097,350"
2010,,2,28,"$5,774,915"
2010,,4,22,"$18,205,914"
2010,,7,38,"$14,788,503"
2010,,Total,107,"$77,866,682"
2010,,Summary for Connecticut by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,1,2,"$655,766"
2010,,2,4,"$1,339,865"
2010,,3,106,"$41,929,347"
2010,,5,16,"$5,755,074"
2010,,Total,128,"$49,680,052"
2010,,Summary for District Of Columbia by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,At-Large,25,"$15,732,718"
2010,,Total,25,"$15,732,718"
2010,,Summary for Florida by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,2,4,"$2,795,281"
2010,,6,30,"$17,354,484"
2010,,9,15,"$4,859,182"
2010,,11,2,"$978,504"
2010,,17,17,"$8,248,848"
2010,,18,1,"$300,000"
2010,,21,2,"$774,620"
2010,,24,9,"$2,439,768"
2010,,Total,80,"$37,750,687"
2010,,Summary for Georgia by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,4,2,"$599,998"
2010,,5,88,"$54,145,282"
2010,,6,1,"$464,985"
2010,,10,1,"$539,110"
2010,,12,35,"$13,732,555"
2010,,Total,127,"$69,481,930"
2010,,Summary for Hawaii by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,1,8,"$4,679,194"
2010,,Total,8,"$4,679,194"
2010,,Summary for Idaho by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,1,3,"$919,948"
2010,,Total,3,"$919,948"
2010,,Summary for Illinois by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,1,42,"$23,028,688"
2010,,4,6,"$1,974,160"
2010,,5,5,"$2,032,451"
2010,,7,73,"$38,103,409"
2010,,9,9,"$3,031,663"
2010,,10,2,"$360,656"
2010,,11,1,"$216,000"
2010,,15,9,"$2,746,932"
2010,,17,1,"$357,638"
2010,,Total,148,"$71,851,597"
2010,,Summary for Indiana by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,2,14,"$7,451,540"
2010,,3,1,"$220,500"
2010,,4,14,"$4,559,600"
2010,,6,1,"$200,523"
2010,,7,32,"$15,043,368"
2010,,9,9,"$2,589,019"
2010,,Total,71,"$30,064,550"
2010,,Summary for Iowa by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,2,44,"$15,205,466"
2010,,4,12,"$5,992,345"
2010,,Total,56,"$21,197,811"
2010,,Summary for Kansas by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,2,11,"$3,942,454"
2010,,3,21,"$5,211,265"
2010,,Total,32,"$9,153,719"
2010,,Summary for Kentucky by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,3,8,"$3,088,750"
2010,,6,14,"$3,602,912"
2010,,Total,22,"$6,691,662"
2010,,Summary for Louisiana by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,1,1,"$475,109"
2010,,2,16,"$9,617,299"
2010,,4,9,"$2,191,093"
2010,,6,3,"$806,600"
2010,,Total,29,"$13,090,101"
2010,,Summary for Maryland by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,3,9,"$5,575,784"
2010,,4,5,"$56,573,909"
2010,,5,24,"$7,511,983"
2010,,6,9,"$5,104,679"
2010,,7,192,"$145,381,056"
2010,,8,84,"$119,514,635"
2010,,Total,323,"$339,662,046"
2010,,Summary for Massachusetts by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,1,5,"$2,391,924"
2010,,2,2,"$3,633,763"
2010,,3,79,"$51,112,340"
2010,,4,4,"$2,384,923"
2010,,6,6,"$4,555,907"
2010,,7,11,"$4,183,848"
2010,,8,347,"$230,239,134"
2010,,9,81,"$48,129,809"
2010,,10,1,"$13,000"
2010,,Total,536,"$346,644,648"
2010,,Summary for Michigan by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,6,2,"$1,965,617"
2010,,8,19,"$6,729,770"
2010,,13,5,"$4,059,189"
2010,,15,58,"$20,864,274"
2010,,Total,84,"$33,618,850"
2010,,Summary for Minnesota by Congressional District,,
2010,,Congressional District,Awards,Funding
2010,,1,21,"$8,472,779"
2010,,3,1,"$300,000"
